id_comentario	comentario	timestamp	canal	curtidas	id_video	id_comentario_pai	data_postagem
UgzF-feYBHUdTWQcSsh4AaABAg	sao presos qualquer advogado de porta de cadeia vai la e solta porque nossas leis sao froxa nem os infratores sao culpados sao as leis do pais da corrupcao	2021-12-19T20:25:59Z	Bacabalflix	1	xpw6SaFvDFM		2021-12-19 19:12:42+00:00
UgzF-feYBHUdTWQcSsh4AaABAg.9W8t1AtT3sS9W8v9_g6R0d	passou nem 5 minutos chegou dois advogados la pra defesa deles la na delegacia	2021-12-19T20:44:36Z	Bacabalflix	2	xpw6SaFvDFM	UgzF-feYBHUdTWQcSsh4AaABAg	2021-12-19 19:12:42+00:00
UgzeAcCDE4shXRO05h14AaABAg	so pasando pra dizer que so quem fez historia ai de fato foi so pato roco e companhia somente	2021-12-19T20:19:02Z	Bacabalflix	4	xpw6SaFvDFM		2021-12-19 19:12:42+00:00
UgzeAcCDE4shXRO05h14AaABAg.9W8sEDTrAU69W9Ap4zVyzh	que historia era maginal  grande historia	2021-12-19T23:10:13Z	Bacabalflix	1	xpw6SaFvDFM	UgzeAcCDE4shXRO05h14AaABAg	2021-12-19 19:12:42+00:00
UgzeAcCDE4shXRO05h14AaABAg.9W8sEDTrAU69W9BFlfeIU2	fabioalves8509 nao estou elogiando o cara se vc nao entendeu problema seu rapaz eu apenas disse que dai so quem ficou mais conhecido foi o proprio pato roco somente agora se vc nao entendeu problema seu otario ok	2021-12-19T23:14:00Z	Bacabalflix	2	xpw6SaFvDFM	UgzeAcCDE4shXRO05h14AaABAg	2021-12-19 19:12:42+00:00
UgzeAcCDE4shXRO05h14AaABAg.9W8sEDTrAU69W9XqjoFKwT	eles fico tao conhecido que ja foi pro inferno kkkkk os policiais tem que faze isso tambem com o resto de ladrao  que tem ai da baixa no cpf deles	2021-12-20T02:31:25Z	Bacabalflix	0	xpw6SaFvDFM	UgzeAcCDE4shXRO05h14AaABAg	2021-12-19 19:12:42+00:00
UgwdSoRILcgIqtr7x2B4AaABAg	kkkkkk romaninho gosta de uma novidade em bacabal em	2021-11-23T15:36:06Z	Bacabalflix	0	iTE4Nl56kA0		2021-11-23 01:49:12+00:00
Ugw3KRgGUgEqBbJ-yb94AaABAg	caralho kkk	2021-11-23T15:10:48Z	Bacabalflix	0	iTE4Nl56kA0		2021-11-23 01:49:12+00:00
Ugw0pe6v6A8kt1YsGqB4AaABAg	fui tapeado 	2021-11-23T10:28:01Z	Bacabalflix	1	iTE4Nl56kA0		2021-11-23 01:49:12+00:00
UgyVKM5XLMvpR_a0uIJ4AaABAg	com essa brincadeira o pagamento vai se essasemana kkk	2021-11-23T03:08:28Z	Bacabalflix	1	iTE4Nl56kA0		2021-11-23 01:49:12+00:00
UgwDAX2f1wZDFSxg_KF4AaABAg	kkkkk gostei  hahaha xendao de parauapebas um salve pra vila sao e adjacencias	2021-11-23T02:47:43Z	Bacabalflix	1	iTE4Nl56kA0		2021-11-23 01:49:12+00:00
UgwGiB71p34xidMBIQR4AaABAg	os policiais tiraram foi onda da cara de voces reporteres	2021-11-23T02:31:07Z	Bacabalflix	1	iTE4Nl56kA0		2021-11-23 01:49:12+00:00
Ugy9MdKgvBUrkopN8nF4AaABAg	esses policiais sao uma vergonha sao a escoria da policia me envengonho dessa escoria lixo puro 	2022-11-01T01:25:58Z	Bacabalflix	0	AG5KV4i7LQU		2021-11-22 18:36:56+00:00
Ugx9VuI3NlVRm2GaK4R4AaABAg	a justica brasileira e uma desgraca	2022-02-04T18:20:20Z	Bacabalflix	0	AG5KV4i7LQU		2021-11-22 18:36:56+00:00
UgwSsjIxGKOBCPBKC554AaABAg	vou a brasilia denunciar a soltura desses corvades	2021-12-26T22:09:24Z	Bacabalflix	2	AG5KV4i7LQU		2021-11-22 18:36:56+00:00
UgzWbSSBU02J5PyyPjV4AaABAg	esse bandidos nao era pra ta solto	2021-12-26T22:04:45Z	Bacabalflix	3	AG5KV4i7LQU		2021-11-22 18:36:56+00:00
UgwDXTwWz4tU0NOXAKx4AaABAg	como pode esses lixo martaro um trabalhador e fica solto	2021-11-26T14:37:15Z	Bacabalflix	0	AG5KV4i7LQU		2021-11-22 18:36:56+00:00
Ugz_vcN4nZYxqM-8nJ14AaABAg	so e ruim pra quem morre	2021-11-24T02:18:38Z	Bacabalflix	0	AG5KV4i7LQU		2021-11-22 18:36:56+00:00
UgzYZAdUvh7PcSmnZN54AaABAg	justica  no brasil er so pra quem nao tem dinheiro agora marquinhos tem que sumir pq si nao agora esses bandido que si esconde atras de uma farda mata ele	2021-11-23T22:24:56Z	Bacabalflix	0	AG5KV4i7LQU		2021-11-22 18:36:56+00:00
Ugzu6Tx71u6JBDAeiDN4AaABAg	ainda vao sair impunes e continuar trabalhando na pm para se vingaram das pessoas	2021-11-23T17:12:56Z	Bacabalflix	1	AG5KV4i7LQU		2021-11-22 18:36:56+00:00
UgwS4XgE9gj-Zu2-LfZ4AaABAg	tenente pinho ta cabeludo kkk	2021-11-23T15:58:54Z	Bacabalflix	1	AG5KV4i7LQU		2021-11-22 18:36:56+00:00
UgyO2eJ69nY3NnCx8JB4AaABAg	bandidos bandidos esses caras mata esse juiz e safado	2021-11-23T11:54:44Z	Bacabalflix	0	AG5KV4i7LQU		2021-11-22 18:36:56+00:00
Ugx9t01CBuCrwfVZMWh4AaABAg	rapaz que pais e esse moco vegonha os safados desses mata um pai de familia ainda fica solto agora e so o familia do maquinho mata eles ai responde em libedade tambem quem ou vao deixa a sim	2021-11-23T11:53:36Z	Bacabalflix	1	AG5KV4i7LQU		2021-11-22 18:36:56+00:00
UgzeM0q9Y9zodiqvs614AaABAg	"a nossa justica brasileira  e um lixo bem  podre  so  toma nu c e quem morre"	2021-11-23T02:48:53Z	Bacabalflix	0	AG5KV4i7LQU		2021-11-22 18:36:56+00:00
Ugzzofn7SptyK6SHFdt4AaABAg	"infelizmente voces estao passando informacao errada eles nao foram absolvidos mas apenas responderao o processo em liberdade se tivessem sido absolvidos nao precisariam usar tornozeleira eletronica cuidado para nao transformar indignacao justa neste caso em fakenews "	2021-11-23T01:34:19Z	Bacabalflix	0	AG5KV4i7LQU		2021-11-22 18:36:56+00:00
UgwU-IkvKaXey55W0At4AaABAg	brasil brasil e brasil meninu	2021-11-23T01:30:35Z	Bacabalflix	0	AG5KV4i7LQU		2021-11-22 18:36:56+00:00
UgzJqu4rjOXAqjyXhKR4AaABAg	vai tomar nu cu sistema do  crh	2021-11-23T00:02:50Z	Bacabalflix	0	AG5KV4i7LQU		2021-11-22 18:36:56+00:00
UgxCoNS4W8UFi7d8TqN4AaABAg	tudo normal brasil sendo brasil	2021-11-22T23:58:32Z	Bacabalflix	0	AG5KV4i7LQU		2021-11-22 18:36:56+00:00
UgzfX9Lmvr2g-SVaQPF4AaABAg	justica do nosso brasil e uma palhacada mesmo	2021-11-22T23:58:06Z	Bacabalflix	2	AG5KV4i7LQU		2021-11-22 18:36:56+00:00
UgzfX9Lmvr2g-SVaQPF4AaABAg.9V3jqAj9lJi9V43GVzd5iB	"a justica brasileira tem muito oque agradecer viu pq se o nosso pais fizesse parte da republicana islamica aqui nao faltaria guerra "	2021-11-23T02:56:36Z	Bacabalflix	0	AG5KV4i7LQU	UgzfX9Lmvr2g-SVaQPF4AaABAg	2021-11-22 18:36:56+00:00
UgwKooTtF8irdex5WRZ4AaABAg	alvorada voraz	2021-11-22T23:49:25Z	Bacabalflix	0	AG5KV4i7LQU		2021-11-22 18:36:56+00:00
UgwcAgAF86SzWPDyjR94AaABAg	eles nao sao melhores doq as outras pessoas so porq sao policiais  soltarameles aaa q leis temosno brasilem	2021-11-22T22:52:31Z	Bacabalflix	4	AG5KV4i7LQU		2021-11-22 18:36:56+00:00
UgycUHbU1qZ0T0DCyuF4AaABAg	decisao preceptada do juiz porque nao foi nem um parente dele	2021-11-22T22:15:36Z	Bacabalflix	5	AG5KV4i7LQU		2021-11-22 18:36:56+00:00
Ugw1l-ZzBwJTNoKWKQh4AaABAg	nossa justica e falha nesse caso	2021-11-22T22:10:08Z	Bacabalflix	1	AG5KV4i7LQU		2021-11-22 18:36:56+00:00
UgxbJwAq6aheMSmkFLt4AaABAg	no brasil nao tem justica eles vao agora mata os outro que nao conseguiram mata 	2021-11-22T21:33:40Z	Bacabalflix	0	AG5KV4i7LQU		2021-11-22 18:36:56+00:00
UgwyvgrVfnfoc5xeXhB4AaABAg	"coitada da familia do marcos um absurdo terem que conviver com essa injustica"	2021-11-22T21:22:31Z	Bacabalflix	4	AG5KV4i7LQU		2021-11-22 18:36:56+00:00
Ugw5dAYGFvQ_6jxTeU94AaABAg	brasil sendo brasil	2021-11-22T21:08:10Z	Bacabalflix	0	AG5KV4i7LQU		2021-11-22 18:36:56+00:00
UgxfhkQOA9hmy8q4Zkh4AaABAg	pais lixo a instituicao da pm esta cheia de bandidos cobertados pela farda responder em liberdade recebendo salario e capaz de fazerem queima de arquivos cancelando o cpf da vitima queremos justica	2021-11-22T21:08:04Z	Bacabalflix	0	AG5KV4i7LQU		2021-11-22 18:36:56+00:00
UgzZfRC1ExaLew0Dq8V4AaABAg	cande a justica desse caranlho chamando brasil e uma vegonha	2021-11-22T20:38:52Z	Bacabalflix	0	AG5KV4i7LQU		2021-11-22 18:36:56+00:00
UgwZhmccSLrdpCRvbyJ4AaABAg	absurdo  que  justica  e essa desse paiz	2021-11-22T20:35:50Z	Bacabalflix	3	AG5KV4i7LQU		2021-11-22 18:36:56+00:00
UgyHAwpkBExJRJXecNt4AaABAg	infelizmente muitas vezes a justica e realmente cega e injustaem muitos casos as leis sao dos homens mais a justica e divina	2021-11-22T20:07:15Z	Bacabalflix	4	AG5KV4i7LQU		2021-11-22 18:36:56+00:00
UgwPdOuyXtUUZIYTOcB4AaABAg	justica bosta em	2021-11-22T19:37:10Z	Bacabalflix	1	AG5KV4i7LQU		2021-11-22 18:36:56+00:00
UgxEpPiG4L3BJyyeCWt4AaABAg	"tem qui responder preso"	2021-11-22T19:36:45Z	Bacabalflix	0	AG5KV4i7LQU		2021-11-22 18:36:56+00:00
Ugyv2GudQDiB9ukYdCl4AaABAg	rapaz esses policiais ai tem quer ser preso msm deixa eles ums 70 anos presos esses carnisas tem quer morre tambem lixos	2021-11-22T19:35:05Z	Bacabalflix	0	AG5KV4i7LQU		2021-11-22 18:36:56+00:00
Ugyj-USD5y61e-4CBcJ4AaABAg	pessoal tem medo ate de comentar	2021-11-22T19:28:29Z	Bacabalflix	0	AG5KV4i7LQU		2021-11-22 18:36:56+00:00
UgwfpBXz7df1WKsNhEl4AaABAg	mano a justica tem que ser olho por olho dente por dente	2021-11-22T19:27:37Z	Bacabalflix	10	AG5KV4i7LQU		2021-11-22 18:36:56+00:00
UgwfpBXz7df1WKsNhEl4AaABAg.9V3Ft0GcS859VAavAwc6We	"no brasil se for usar essa metodologia de olho por olho terminaremos todos cegos"	2021-11-25T15:54:50Z	Bacabalflix	0	AG5KV4i7LQU	UgwfpBXz7df1WKsNhEl4AaABAg	2021-11-22 18:36:56+00:00
UgwpadN94ecMYdLqZHt4AaABAg	essa e a justica dos nossos incompetentes	2021-11-22T19:19:18Z	Bacabalflix	4	AG5KV4i7LQU		2021-11-22 18:36:56+00:00
UgyUOkNW1Pe3zFAShAt4AaABAg	tem que acabar com isso nao tem lei nessa porra	2021-11-22T19:12:41Z	Bacabalflix	0	AG5KV4i7LQU		2021-11-22 18:36:56+00:00
UgyPOmzWvOtXBOgm53R4AaABAg	isso e uma vergonha disqualificada	2021-11-22T19:09:57Z	Bacabalflix	7	AG5KV4i7LQU		2021-11-22 18:36:56+00:00
UgxY24iAxt1L9mOG6gt4AaABAg	brasil e um circo e os palhacos somos nos os cidadaos de bem 	2021-11-22T19:08:06Z	Bacabalflix	10	AG5KV4i7LQU		2021-11-22 18:36:56+00:00
UgyVtJGFbNJ6k6hzwx54AaABAg	soltaram pra matar mas gente	2021-11-22T19:02:39Z	Bacabalflix	0	AG5KV4i7LQU		2021-11-22 18:36:56+00:00
UgxzsnmjNHty4rdRGqF4AaABAg	eles mataram e sao livres so no brasil	2021-11-22T19:02:31Z	Bacabalflix	0	AG5KV4i7LQU		2021-11-22 18:36:56+00:00
UgxndnTegEwbxiszD4R4AaABAg	tava certinho pro cara matar esses policiais nojento	2021-11-22T18:55:18Z	Bacabalflix	0	AG5KV4i7LQU		2021-11-22 18:36:56+00:00
UgyiiLgRRovui-1l8N54AaABAg	cara muito indignacao tinha mando ver isso ea gora familia rapaz nao tinha ir pra brasilia isso	2021-11-22T18:54:07Z	Bacabalflix	3	AG5KV4i7LQU		2021-11-22 18:36:56+00:00
UgyNDkUD6QQqlhZ031x4AaABAg	falei que nao ia da nada cidade demonio nunca vol nese lokal	2021-11-22T18:52:18Z	Bacabalflix	1	AG5KV4i7LQU		2021-11-22 18:36:56+00:00
UgwV3UBJXax_EDBVns54AaABAg	justica so a divina	2021-11-22T18:51:41Z	Bacabalflix	2	AG5KV4i7LQU		2021-11-22 18:36:56+00:00
UgyYnDVPHZ_VNNOZJOl4AaABAg	"lei do cao tornozeleira nao e algema nem grades"	2021-11-22T18:51:33Z	Bacabalflix	0	AG5KV4i7LQU		2021-11-22 18:36:56+00:00
Ugx_KUnue9h9l78Kl054AaABAg	muito triste  saber disso	2021-11-22T18:40:48Z	Bacabalflix	2	AG5KV4i7LQU		2021-11-22 18:36:56+00:00
Ugy0cIgJ2FO8K-lt5qh4AaABAg	essa justica  e uma piada	2021-11-22T18:39:55Z	Bacabalflix	2	AG5KV4i7LQU		2021-11-22 18:36:56+00:00
UgxIFWnI55haPK9HZx14AaABAg	aqui e brasilpais da impunidade	2021-11-22T18:38:58Z	Bacabalflix	12	AG5KV4i7LQU		2021-11-22 18:36:56+00:00
UgxIFWnI55haPK9HZx14AaABAg.9V3AJmO84HV9V42q3Zmwr8	"verdade msm meu amigo  e por isso que tem muitas das vezes que e obrigado as pessoas fazem a sua propria justica   a lei n resolve"	2021-11-23T02:52:51Z	Bacabalflix	0	AG5KV4i7LQU	UgxIFWnI55haPK9HZx14AaABAg	2021-11-22 18:36:56+00:00
UgwFj51Wn5_YeP6exWx4AaABAg	primeira vez que vejo uma arma boa em bacabal 	2021-11-26T14:37:50Z	Bacabalflix	0	mYHoh-atObk		2021-11-25 19:20:19+00:00
Ugw2pTHQV0R592LtcLF4AaABAg	ja tao souto	2021-11-26T04:54:36Z	Bacabalflix	0	mYHoh-atObk		2021-11-25 19:20:19+00:00
Ugy3oC5EDlVrhdzvDbF4AaABAg	tai uma cidade que eu nao quero passar nem de visita 	2021-11-25T20:23:52Z	Bacabalflix	0	mYHoh-atObk		2021-11-25 19:20:19+00:00
Ugy3oC5EDlVrhdzvDbF4AaABAg.9VB4hjH8zrh9VCfc8f8jN9	nao aguenta pressao	2021-11-26T11:14:24Z	Bacabalflix	0	mYHoh-atObk	Ugy3oC5EDlVrhdzvDbF4AaABAg	2021-11-25 19:20:19+00:00
UgzqGfNbvczurxgjEu54AaABAg	eita bacabal velho de guerra	2021-11-25T19:28:13Z	Bacabalflix	0	mYHoh-atObk		2021-11-25 19:20:19+00:00
UgxxmHW1yGycWauWQm54AaABAg	essa ai e u bope e a cosar so trocam tiro com elas quem e homem	2022-01-08T13:48:50Z	Bacabalflix	0	i7vCCZ5oHDI		2021-11-22 19:22:43+00:00
UgyjNVoGhSLP_X24ieN4AaABAg	rapaz se eu prendesse um ladrao e ele ficasse calado na hora das perguntas eu pediria para emprenssa se afastar e ai eu ia ter uma conversa com elerapidinho eles falava na verdade pegou com produlto do roubo nem era pra prender nao entendo porq tem algo q acontece por tao pouco a policia chega chegando  e no caso desse o cara meteu bala e ainda estao vivo  haaaaaa o q ta caro e a gasolina nao e bala nao atirou na policia  entao picalhe pau	2021-11-29T20:53:54Z	Bacabalflix	0	i7vCCZ5oHDI		2021-11-22 19:22:43+00:00
UgxT2w560G--nrlICTp4AaABAg	agora ficou mudo ne logo ta esta na rua essas coisas	2021-11-25T05:25:21Z	Bacabalflix	0	i7vCCZ5oHDI		2021-11-22 19:22:43+00:00
UgxIlkwykNfpKDHbnAJ4AaABAg	grande efetivo de policia uma viatura kkkkkk	2021-11-24T16:36:44Z	Bacabalflix	0	i7vCCZ5oHDI		2021-11-22 19:22:43+00:00
UgwAljrbN2fRmdqwbf14AaABAg	gente que reporter e esse o carafala muito errado deveria aprimorar mais a lingua de portugues 	2021-11-24T06:45:03Z	Bacabalflix	2	i7vCCZ5oHDI		2021-11-22 19:22:43+00:00
UgwXGSMq-yZjPLFG0X54AaABAg	sao miguel quixeramobim ceara y	2021-11-24T02:27:15Z	Bacabalflix	0	i7vCCZ5oHDI		2021-11-22 19:22:43+00:00
UgzTqatq9ZJcl0C8VvV4AaABAg	vagabundo preso  te amo camilly 	2021-11-24T00:46:54Z	Bacabalflix	0	i7vCCZ5oHDI		2021-11-22 19:22:43+00:00
Ugwf-nOfH8U8tydPjEd4AaABAg	"que lutadestepolisiaistemqueservarolizados"	2021-11-23T18:14:29Z	Bacabalflix	0	i7vCCZ5oHDI		2021-11-22 19:22:43+00:00
UgxRGA3Noonpif3nV554AaABAg	esses vagabundos sao perigosos quando pega uma pessoa eles sao tanto corvades  quando a policia pega eles ficam todos de cabecas baixa	2021-11-23T13:30:53Z	Bacabalflix	1	i7vCCZ5oHDI		2021-11-22 19:22:43+00:00
UgyPIoTuWlidkut2vDR4AaABAg	esses policiais tem que trabalhar igual os do rio de janeiro vagabundo eles mandam pro saco	2021-11-23T00:31:24Z	Bacabalflix	0	i7vCCZ5oHDI		2021-11-22 19:22:43+00:00
Ugyc3NH_sQfb5lsx7fV4AaABAg	se sprovar a lei pena de morte esses emdemoniafos ladras se lascam de uma so vez	2021-11-22T23:55:50Z	Bacabalflix	2	i7vCCZ5oHDI		2021-11-22 19:22:43+00:00
Ugz24kc3pZBgwIKFopF4AaABAg	solta os cachorros pra procurar esses demonios sata	2021-11-22T23:54:13Z	Bacabalflix	1	i7vCCZ5oHDI		2021-11-22 19:22:43+00:00
Ugy8lUzS_stagADcJoR4AaABAg	eita bandos de besta fera vadios pt	2021-11-22T23:52:39Z	Bacabalflix	1	i7vCCZ5oHDI		2021-11-22 19:22:43+00:00
Ugzq0ZrcY_KoLh42FDF4AaABAg	cidadao de bem nao tem mais pas no brasil	2021-11-22T21:34:33Z	Bacabalflix	1	i7vCCZ5oHDI		2021-11-22 19:22:43+00:00
Ugx0ChFYVAk64Tz18b94AaABAg	parabens pr policia	2021-11-22T21:30:57Z	Bacabalflix	1	i7vCCZ5oHDI		2021-11-22 19:22:43+00:00
UgzxVu1ZA7Tn6RnpnXJ4AaABAg	cara temque mostrar as caras desses vagabundos oque adiata a policia prender sendo que a justica solta se ele s estivesse matado umdos policiala dai queria ver oq que iam fazer	2021-11-22T21:29:50Z	Bacabalflix	0	i7vCCZ5oHDI		2021-11-22 19:22:43+00:00
UgxP8_UI3xskJSYsCMB4AaABAg	parabens pra policia	2021-11-22T20:09:33Z	Bacabalflix	1	i7vCCZ5oHDI		2021-11-22 19:22:43+00:00
Ugym88bANGEphopkQlt4AaABAg	prezado reporter voce necessita urgentemente estudar a lingua portuguesa gramatica voce esta assassinando a gramatica violentando a metrica	2021-11-22T20:06:09Z	Bacabalflix	4	i7vCCZ5oHDI		2021-11-22 19:22:43+00:00
Ugym88bANGEphopkQlt4AaABAg.9V3KIKEcmlz9VPyDtVbhV_	e voce precisa estudar pontuacao	2021-12-01T15:07:06Z	Bacabalflix	0	i7vCCZ5oHDI	Ugym88bANGEphopkQlt4AaABAg	2021-11-22 19:22:43+00:00
Ugwj7GpvwkQrZUvSUAd4AaABAg	desse o aco na bandidagem 	2021-11-22T20:05:17Z	Bacabalflix	2	i7vCCZ5oHDI		2021-11-22 19:22:43+00:00
UgxkNLHnUk8Ag56_OMV4AaABAg	agora fica calado ladrao  parabens policia de bacabal ai tem mais moto	2021-11-22T19:32:20Z	Bacabalflix	4	i7vCCZ5oHDI		2021-11-22 19:22:43+00:00
UgxhvGNr2t8dEhORYil4AaABAg	os policiais secando gelo  tem cancelar o cpf  das sementes do mal	2021-12-02T00:57:15Z	Bacabalflix	0	95wjAv0I-Yc		2021-11-15 18:01:00+00:00
UgxFHlmtTanu3fUlPdh4AaABAg	bacabal terra sem lei terra do flavio dino	2021-11-28T21:30:14Z	Bacabalflix	0	95wjAv0I-Yc		2021-11-15 18:01:00+00:00
UgxRLeGzB95Ytk1daoF4AaABAg	olha a cara dos ratos que dis que e bandido uma dura di pau bem dada nunca mas ia roba	2021-11-28T15:42:17Z	Bacabalflix	0	95wjAv0I-Yc		2021-11-15 18:01:00+00:00
UgzHQqDwUy4ajnhRTK14AaABAg	tem q prender esses vagabundos	2021-11-24T11:13:38Z	Bacabalflix	0	95wjAv0I-Yc		2021-11-15 18:01:00+00:00
UgzkW8mzpe8hdKW8N7l4AaABAg	tem que mandar esses lixos pra saco e o lugar deles	2021-11-21T19:24:27Z	Bacabalflix	0	95wjAv0I-Yc		2021-11-15 18:01:00+00:00
UgzBktIvNdA13i86pPJ4AaABAg	bacabal a chapa e quente	2021-11-21T16:38:31Z	Bacabalflix	0	95wjAv0I-Yc		2021-11-15 18:01:00+00:00
Ugw63vRG9lq4DATLdFN4AaABAg	sou paulista acompanho o canal como tem bandidos ai  meu deus a maioria menores de idade parabens aos policiais e 0 para a lei brasileira que protegem esses marginais	2021-11-19T14:49:39Z	Bacabalflix	0	95wjAv0I-Yc		2021-11-15 18:01:00+00:00
UgxOpNSJl71ElhbKkfh4AaABAg	so tem um jeito de acabar com isso  a morte desses demonios satanais lixos vermes tem que morrer esses demonios	2021-11-19T12:31:00Z	Bacabalflix	0	95wjAv0I-Yc		2021-11-15 18:01:00+00:00
UgwJP_cHQmghxBSsm1t4AaABAg	si o cpf nao for cancelado volta pra rua e comete crimes	2021-11-18T22:11:35Z	Bacabalflix	0	95wjAv0I-Yc		2021-11-15 18:01:00+00:00
UgxBB1w8AW4bMPNrvfF4AaABAg	as arma dos caras kkkkkkk	2021-11-18T15:09:43Z	Bacabalflix	2	95wjAv0I-Yc		2021-11-15 18:01:00+00:00
UgwH-MWf6zcetRe-AFR4AaABAg	gente porque estes jovens nao vao pra igreja adorarem a deus servirem ele em vez de ficarem fazendo coisas horriveis onde deus cobrara e punira	2021-11-18T13:52:03Z	Bacabalflix	0	95wjAv0I-Yc		2021-11-15 18:01:00+00:00
